"Species_Metadata","MDS_V1","MDS_V2","Description","Bacteria","Target","Phyla","Class","Min_Distance","Min_Name","Groups","Min_Groups"
"Bradyrhizobium_diazoefficiens_Proteobacteria_Alphaproteobacteria_Other",9.06422848067911,20.6906273124936,"Bradyrhizobium_diazoefficiens_Proteobacteria_Alphaproteobacteria_Other","B. diazoefficiens","Other","Proteobacteria","Alphaproteobacteria",37.46584,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Bradyrhizobium_japonicum_Proteobacteria_Alphaproteobacteria_Other",9.049434162292,20.6630654383465,"Bradyrhizobium_japonicum_Proteobacteria_Alphaproteobacteria_Other","B. japonicum","Other","Proteobacteria","Alphaproteobacteria",37.41407,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Bradyrhizobium_oligotrophicum_Proteobacteria_Alphaproteobacteria_Other",8.89852195111295,20.3821904967999,"Bradyrhizobium_oligotrophicum_Proteobacteria_Alphaproteobacteria_Other","B. oligotrophicum","Other","Proteobacteria","Alphaproteobacteria",36.88558,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Bradyrhizobium_sp._Proteobacteria_Alphaproteobacteria_Other",8.92650090174451,20.4343939497477,"Bradyrhizobium_sp._Proteobacteria_Alphaproteobacteria_Other","B. sp.","Other","Proteobacteria","Alphaproteobacteria",36.98338,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Brevibacillus_brevis_Firmicutes_Bacilli_Other",-11.2004192772296,2.33359190383417,"Brevibacillus_brevis_Firmicutes_Bacilli_Other","B. brevis","Other","Firmicutes","Bacilli",14.0745,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Brevibacillus_laterosporus_Firmicutes_Bacilli_Other",-11.274318857792,2.32387970571389,"Brevibacillus_laterosporus_Firmicutes_Bacilli_Other","B. laterosporus","Other","Firmicutes","Bacilli",14.31989,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Brevundimonas_subvibrioides_Proteobacteria_Alphaproteobacteria_Other",9.31941716508737,21.6486620896844,"Brevundimonas_subvibrioides_Proteobacteria_Alphaproteobacteria_Other","B. subvibrioides","Other","Proteobacteria","Alphaproteobacteria",39.91458,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Brucella_abortus_Proteobacteria_Alphaproteobacteria_Other",9.13218800714792,21.3478499717128,"Brucella_abortus_Proteobacteria_Alphaproteobacteria_Other","B. abortus","Other","Proteobacteria","Alphaproteobacteria",37.75103,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Brucella_canis_Proteobacteria_Alphaproteobacteria_Other",9.11828169234265,21.3203811777259,"Brucella_canis_Proteobacteria_Alphaproteobacteria_Other","B. canis","Other","Proteobacteria","Alphaproteobacteria",37.70357,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Brucella_melitensis_Proteobacteria_Alphaproteobacteria_Pathogenic",9.12521737128438,21.3340813135176,"Brucella_melitensis_Proteobacteria_Alphaproteobacteria_Pathogenic","B. melitensis","Pathogenic","Proteobacteria","Alphaproteobacteria",37.72724,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Brucella_microti_Proteobacteria_Alphaproteobacteria_Other",9.11747551728514,21.318787741763,"Brucella_microti_Proteobacteria_Alphaproteobacteria_Other","B. microti","Other","Proteobacteria","Alphaproteobacteria",37.70082,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Brucella_ovis_Proteobacteria_Alphaproteobacteria_Other",9.12711609451182,21.3378317964821,"Brucella_ovis_Proteobacteria_Alphaproteobacteria_Other","B. ovis","Other","Proteobacteria","Alphaproteobacteria",37.73372,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Brucella_suis_Proteobacteria_Alphaproteobacteria_Other",9.1163302751624,21.3165266903051,"Brucella_suis_Proteobacteria_Alphaproteobacteria_Other","B. suis","Other","Proteobacteria","Alphaproteobacteria",37.69691,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Buchnera_aphidicola_Proteobacteria_Gammaproteobacteria_Other",25.9716406120239,-10.4989332329708,"Buchnera_aphidicola_Proteobacteria_Gammaproteobacteria_Other","B. aphidicola","Other","Proteobacteria","Gammaproteobacteria",11.90615,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Burkholderia_ambifaria_Proteobacteria_Betaproteobacteria_Other",18.6862342616985,-6.56275377852041,"Burkholderia_ambifaria_Proteobacteria_Betaproteobacteria_Other","B. ambifaria","Other","Proteobacteria","Betaproteobacteria",21.87815,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Burkholderia_cenocepacia_Proteobacteria_Betaproteobacteria_Other",18.6932484298737,-6.56697149669448,"Burkholderia_cenocepacia_Proteobacteria_Betaproteobacteria_Other","B. cenocepacia","Other","Proteobacteria","Betaproteobacteria",21.88905,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Burkholderia_cepacia_Proteobacteria_Betaproteobacteria_Pathogenic",18.6865141994169,-6.56279210353815,"Burkholderia_cepacia_Proteobacteria_Betaproteobacteria_Pathogenic","B. cepacia","Pathogenic","Proteobacteria","Betaproteobacteria",21.88029,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Burkholderia_glumae_Proteobacteria_Betaproteobacteria_Other",18.7305038671194,-6.5892451768319,"Burkholderia_glumae_Proteobacteria_Betaproteobacteria_Other","B. glumae","Other","Proteobacteria","Betaproteobacteria",21.94876,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Burkholderia_lata_Proteobacteria_Betaproteobacteria_Other",18.7092980338014,-6.57660709166262,"Burkholderia_lata_Proteobacteria_Betaproteobacteria_Other","B. lata","Other","Proteobacteria","Betaproteobacteria",21.91426,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Burkholderia_mallei_Proteobacteria_Betaproteobacteria_Other",18.7378972734543,-6.59380205727947,"Burkholderia_mallei_Proteobacteria_Betaproteobacteria_Other","B. mallei","Other","Proteobacteria","Betaproteobacteria",21.95877,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Burkholderia_multivorans_Proteobacteria_Betaproteobacteria_Other",18.6858513956498,-6.56227289255091,"Burkholderia_multivorans_Proteobacteria_Betaproteobacteria_Other","B. multivorans","Other","Proteobacteria","Betaproteobacteria",21.88098,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Burkholderia_phymatum_Proteobacteria_Betaproteobacteria_Other",18.7171258775928,-6.58131760073913,"Burkholderia_phymatum_Proteobacteria_Betaproteobacteria_Other","B. phymatum","Other","Proteobacteria","Betaproteobacteria",21.92653,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Burkholderia_phytofirmans_Proteobacteria_Betaproteobacteria_Other",18.8677602942698,-6.671817867206,"Burkholderia_phytofirmans_Proteobacteria_Betaproteobacteria_Other","B. phytofirmans","Other","Proteobacteria","Betaproteobacteria",22.16217,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Burkholderia_pseudomallei_Proteobacteria_Betaproteobacteria_Other",18.7209714043088,-6.5836383826605,"Burkholderia_pseudomallei_Proteobacteria_Betaproteobacteria_Other","B. pseudomallei","Other","Proteobacteria","Betaproteobacteria",21.93222,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Burkholderia_sp._Proteobacteria_Betaproteobacteria_Other",18.6768762658785,-6.55677203910655,"Burkholderia_sp._Proteobacteria_Betaproteobacteria_Other","B. sp.","Other","Proteobacteria","Betaproteobacteria",21.86832,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Burkholderia_thailandensis_Proteobacteria_Betaproteobacteria_Other",18.7451836457213,-6.59813982428793,"Burkholderia_thailandensis_Proteobacteria_Betaproteobacteria_Other","B. thailandensis","Other","Proteobacteria","Betaproteobacteria",21.97075,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Burkholderia_vietnamiensis_Proteobacteria_Betaproteobacteria_Other",18.7172294845455,-6.58136487995089,"Burkholderia_vietnamiensis_Proteobacteria_Betaproteobacteria_Other","B. vietnamiensis","Other","Proteobacteria","Betaproteobacteria",21.92679,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Burkholderia_xenovorans_Proteobacteria_Betaproteobacteria_Other",18.8825248894284,-6.68079204090992,"Burkholderia_xenovorans_Proteobacteria_Betaproteobacteria_Other","B. xenovorans","Other","Proteobacteria","Betaproteobacteria",22.1839,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"butyrate.producing_bacterium_Firmicutes_Clostridia_Other",-8.78666402310187,0.976855386319669,"butyrate.producing_bacterium_Firmicutes_Clostridia_Other","b. bacterium","Other","Firmicutes","Clostridia",22.88774,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Butyrivibrio_proteoclasticus_Firmicutes_Clostridia_Other",-10.6516441000923,1.63230597020469,"Butyrivibrio_proteoclasticus_Firmicutes_Clostridia_Other","B. proteoclasticus","Other","Firmicutes","Clostridia",23.65469,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Caldanaerobacter_subterraneus_Firmicutes_Clostridia_Other",-9.72587259402214,1.69979884793277,"Caldanaerobacter_subterraneus_Firmicutes_Clostridia_Other","C. subterraneus","Other","Firmicutes","Clostridia",22.22928,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Caldicellulosiruptor_bescii_Firmicutes_Clostridia_Other",-11.0566694995409,0.726661003723644,"Caldicellulosiruptor_bescii_Firmicutes_Clostridia_Other","C. bescii","Other","Firmicutes","Clostridia",22.79409,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Caldicellulosiruptor_hydrothermalis_Firmicutes_Clostridia_Other",-11.0323865102695,0.734895762152881,"Caldicellulosiruptor_hydrothermalis_Firmicutes_Clostridia_Other","C. hydrothermalis","Other","Firmicutes","Clostridia",22.70694,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Caldicellulosiruptor_kristjanssonii_Firmicutes_Clostridia_Other",-11.0280995827844,0.73635141957665,"Caldicellulosiruptor_kristjanssonii_Firmicutes_Clostridia_Other","C. kristjanssonii","Other","Firmicutes","Clostridia",22.69154,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Caldicellulosiruptor_kronotskyensis_Firmicutes_Clostridia_Other",-11.0463986706395,0.730142544362173,"Caldicellulosiruptor_kronotskyensis_Firmicutes_Clostridia_Other","C. kronotskyensis","Other","Firmicutes","Clostridia",22.75724,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Caldicellulosiruptor_lactoaceticus_Firmicutes_Clostridia_Other",-11.0297970032442,0.735773451032313,"Caldicellulosiruptor_lactoaceticus_Firmicutes_Clostridia_Other","C. lactoaceticus","Other","Firmicutes","Clostridia",22.69765,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Caldicellulosiruptor_obsidiansis_Firmicutes_Clostridia_Other",-11.0398096862297,0.731295612601132,"Caldicellulosiruptor_obsidiansis_Firmicutes_Clostridia_Other","C. obsidiansis","Other","Firmicutes","Clostridia",22.73608,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Caldicellulosiruptor_owensensis_Firmicutes_Clostridia_Other",-11.0537363783676,0.726570604437965,"Caldicellulosiruptor_owensensis_Firmicutes_Clostridia_Other","C. owensensis","Other","Firmicutes","Clostridia",22.78607,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Caldicellulosiruptor_saccharolyticus_Firmicutes_Clostridia_Other",-11.1279898863593,0.701364963682288,"Caldicellulosiruptor_saccharolyticus_Firmicutes_Clostridia_Other","C. saccharolyticus","Other","Firmicutes","Clostridia",23.0527,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Caldilinea_aerophila_Chloroflexi_Caldilineae_Other",-8.17764048204087,1.53437266076666,"Caldilinea_aerophila_Chloroflexi_Caldilineae_Other","C. aerophila","Other","Chloroflexi","Caldilineae",29.90348,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Caldisericum_exile_Caldiserica.Cryosericotagroup_Caldiserica_Other",-10.4226002675245,2.47532573847711,"Caldisericum_exile_Caldiserica.Cryosericotagroup_Caldiserica_Other","C. exile","Other","Caldiserica.Cryosericotagroup","Caldiserica",31.84882,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Calditerrivibrio_nitroreducens_Deferribacteres_Deferribacterales_Other",-5.41034815684272,2.17582536883107,"Calditerrivibrio_nitroreducens_Deferribacteres_Deferribacterales_Other","C. nitroreducens","Other","Deferribacteres","Deferribacterales",31.71749,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Calothrix_sp._Cyanobacteria_Nostocales_Other",-7.70866080335837,-1.99335283096468,"Calothrix_sp._Cyanobacteria_Nostocales_Other","C. sp.","Other","Cyanobacteria","Nostocales",29.12181,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Campylobacter_coli_Proteobacteria_Epsilonproteobacteria_Other",1.72350991071389,0.360500859731474,"Campylobacter_coli_Proteobacteria_Epsilonproteobacteria_Other","C. coli","Other","Proteobacteria","Epsilonproteobacteria",40.87097,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Campylobacter_concisus_Proteobacteria_Epsilonproteobacteria_Other",1.78601351464746,0.283943127861259,"Campylobacter_concisus_Proteobacteria_Epsilonproteobacteria_Other","C. concisus","Other","Proteobacteria","Epsilonproteobacteria",41.70138,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Campylobacter_curvus_Proteobacteria_Epsilonproteobacteria_Other",1.78303802063386,0.286772831296804,"Campylobacter_curvus_Proteobacteria_Epsilonproteobacteria_Other","C. curvus","Other","Proteobacteria","Epsilonproteobacteria",41.67065,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Campylobacter_fetus_Proteobacteria_Epsilonproteobacteria_Other",1.80909580442288,0.255045567354128,"Campylobacter_fetus_Proteobacteria_Epsilonproteobacteria_Other","C. fetus","Other","Proteobacteria","Epsilonproteobacteria",42.0148,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Campylobacter_hominis_Proteobacteria_Epsilonproteobacteria_Other",1.91021423257954,0.12771991611707,"Campylobacter_hominis_Proteobacteria_Epsilonproteobacteria_Other","C. hominis","Other","Proteobacteria","Epsilonproteobacteria",43.39767,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Campylobacter_iguaniorum_Proteobacteria_Epsilonproteobacteria_Other",1.7821871400919,0.287446438176188,"Campylobacter_iguaniorum_Proteobacteria_Epsilonproteobacteria_Other","C. iguaniorum","Other","Proteobacteria","Epsilonproteobacteria",41.66402,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Campylobacter_insulaenigrae_Proteobacteria_Epsilonproteobacteria_Other",1.7308496233227,0.351163710192169,"Campylobacter_insulaenigrae_Proteobacteria_Epsilonproteobacteria_Other","C. insulaenigrae","Other","Proteobacteria","Epsilonproteobacteria",40.97278,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Campylobacter_jejuni_Proteobacteria_Epsilonproteobacteria_Pathogenic",1.73820867477175,0.342303015861965,"Campylobacter_jejuni_Proteobacteria_Epsilonproteobacteria_Pathogenic","C. jejuni","Pathogenic","Proteobacteria","Epsilonproteobacteria",41.0686,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Campylobacter_lari_Proteobacteria_Epsilonproteobacteria_Other",1.70317243236836,0.385531413021008,"Campylobacter_lari_Proteobacteria_Epsilonproteobacteria_Other","C. lari","Other","Proteobacteria","Epsilonproteobacteria",40.59927,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Campylobacter_peloridis_Proteobacteria_Epsilonproteobacteria_Other",1.71274091296991,0.373675925483698,"Campylobacter_peloridis_Proteobacteria_Epsilonproteobacteria_Other","C. peloridis","Other","Proteobacteria","Epsilonproteobacteria",40.72816,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Campylobacter_sp._Proteobacteria_Epsilonproteobacteria_Other",1.71050323077085,0.376453277281978,"Campylobacter_sp._Proteobacteria_Epsilonproteobacteria_Other","C. sp.","Other","Proteobacteria","Epsilonproteobacteria",40.69797,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Campylobacter_subantarcticus_Proteobacteria_Epsilonproteobacteria_Other",1.70770567186937,0.379921326567892,"Campylobacter_subantarcticus_Proteobacteria_Epsilonproteobacteria_Other","C. subantarcticus","Other","Proteobacteria","Epsilonproteobacteria",40.66019,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Campylobacter_volucris_Proteobacteria_Epsilonproteobacteria_Other",1.7305975832753,0.351447907230281,"Campylobacter_volucris_Proteobacteria_Epsilonproteobacteria_Other","C. volucris","Other","Proteobacteria","Epsilonproteobacteria",40.96964,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Candidatus_Accumulibacter_Proteobacteria_Betaproteobacteria_Other",18.7440119041091,-6.94858971512179,"Candidatus_Accumulibacter_Proteobacteria_Betaproteobacteria_Other","C. Accumulibacter","Other","Proteobacteria","Betaproteobacteria",22.806,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Candidatus_Amoebophilus_Bacteroidetes_Cytophagia_Other",-9.52294098423607,9.07253262235469,"Candidatus_Amoebophilus_Bacteroidetes_Cytophagia_Other","C. Amoebophilus","Other","Bacteroidetes","Cytophagia",26.84673,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Candidatus_Arthromitus_Firmicutes_Clostridia_Other",-12.1902179318943,1.3206653668243,"Candidatus_Arthromitus_Firmicutes_Clostridia_Other","C. Arthromitus","Other","Firmicutes","Clostridia",26.85888,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Candidatus_Azobacteroides_Bacteroidetes_Bacteroidia_Other",-9.95215760984015,9.54649120800865,"Candidatus_Azobacteroides_Bacteroidetes_Bacteroidia_Other","C. Azobacteroides","Other","Bacteroidetes","Bacteroidia",25.81338,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Candidatus_Babela_CandidatusDependentiae_CandidatusBabeliae_Other",-6.05495836277816,0.407586362582333,"Candidatus_Babela_CandidatusDependentiae_CandidatusBabeliae_Other","C. Babela","Other","CandidatusDependentiae","CandidatusBabeliae",38.22264,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Others","Others"
"Candidatus_Baumannia_Proteobacteria_Gammaproteobacteria_Other",24.3036786301038,-10.3179459137015,"Candidatus_Baumannia_Proteobacteria_Gammaproteobacteria_Other","C. Baumannia","Other","Proteobacteria","Gammaproteobacteria",8.10449,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Candidatus_Blochmannia_Proteobacteria_Gammaproteobacteria_Other",29.1706456762721,-13.4035522525742,"Candidatus_Blochmannia_Proteobacteria_Gammaproteobacteria_Other","C. Blochmannia","Other","Proteobacteria","Gammaproteobacteria",14.91998,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Candidatus_Caedibacter_Proteobacteria_Alphaproteobacteria_Other",10.0146596549825,17.8641119430137,"Candidatus_Caedibacter_Proteobacteria_Alphaproteobacteria_Other","C. Caedibacter","Other","Proteobacteria","Alphaproteobacteria",36.00085,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Candidatus_Desulforudis_Firmicutes_Clostridia_Other",-10.3998476065149,0.867448629580736,"Candidatus_Desulforudis_Firmicutes_Clostridia_Other","C. Desulforudis","Other","Firmicutes","Clostridia",25.37193,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Candidatus_Endolissoclinum_Proteobacteria_Alphaproteobacteria_Other",9.30907628908555,18.0190308829752,"Candidatus_Endolissoclinum_Proteobacteria_Alphaproteobacteria_Other","C. Endolissoclinum","Other","Proteobacteria","Alphaproteobacteria",36.40052,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Candidatus_Evansia_Proteobacteria_Gammaproteobacteria_Other",25.3908058530167,-11.542441851354,"Candidatus_Evansia_Proteobacteria_Gammaproteobacteria_Other","C. Evansia","Other","Proteobacteria","Gammaproteobacteria",25.46255,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Candidatus_Hamiltonella_Proteobacteria_Gammaproteobacteria_Other",23.6762589222451,-10.0147360649746,"Candidatus_Hamiltonella_Proteobacteria_Gammaproteobacteria_Other","C. Hamiltonella","Other","Proteobacteria","Gammaproteobacteria",7.96663,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Candidatus_Kinetoplastibacterium_Proteobacteria_Betaproteobacteria_Other",20.0828378440824,-7.69481924408266,"Candidatus_Kinetoplastibacterium_Proteobacteria_Betaproteobacteria_Other","C. Kinetoplastibacterium","Other","Proteobacteria","Betaproteobacteria",24.84441,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Candidatus_Koribacter_Acidobacteria_Acidobacteriales_Other",-7.10587856497526,1.12915253809074,"Candidatus_Koribacter_Acidobacteria_Acidobacteriales_Other","C. Koribacter","Other","Acidobacteria","Acidobacteriales",30.28456,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Candidatus_Liberibacter_Proteobacteria_Alphaproteobacteria_Other",10.5914015119433,23.8121744335148,"Candidatus_Liberibacter_Proteobacteria_Alphaproteobacteria_Other","C. Liberibacter","Other","Proteobacteria","Alphaproteobacteria",43.12205,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Candidatus_Methylomirabilis_candidatedivisionNC10_CandidatusMethylomirabilis_Other",-7.51104651569942,2.19867482641344,"Candidatus_Methylomirabilis_candidatedivisionNC10_CandidatusMethylomirabilis_Other","C. Methylomirabilis","Other","candidatedivisionNC10","CandidatusMethylomirabilis",28.40986,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Candidatus_Midichloria_Proteobacteria_Alphaproteobacteria_Other",9.1061205888424,17.428151868974,"Candidatus_Midichloria_Proteobacteria_Alphaproteobacteria_Other","C. Midichloria","Other","Proteobacteria","Alphaproteobacteria",40.75571,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Candidatus_Moranella_Proteobacteria_Gammaproteobacteria_Other",22.8429987726917,-9.49315358816793,"Candidatus_Moranella_Proteobacteria_Gammaproteobacteria_Other","C. Moranella","Other","Proteobacteria","Gammaproteobacteria",6.23631,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Candidatus_Mycoplasma_Tenericutes_Mollicutes_Other",-11.7221014475296,3.42095418089409,"Candidatus_Mycoplasma_Tenericutes_Mollicutes_Other","C. Mycoplasma","Other","Tenericutes","Mollicutes",35.25371,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Others","Others"
"Candidatus_Nitrospira_Nitrospirae_Nitrospirales_Other",-6.76234289207352,1.15633322234961,"Candidatus_Nitrospira_Nitrospirae_Nitrospirales_Other","C. Nitrospira","Other","Nitrospirae","Nitrospirales",31.33673,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Candidatus_Pantoea_Proteobacteria_Gammaproteobacteria_Other",23.9895481607709,-10.1125486518033,"Candidatus_Pantoea_Proteobacteria_Gammaproteobacteria_Other","C. Pantoea","Other","Proteobacteria","Gammaproteobacteria",7.67676,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Candidatus_Paracaedibacter_Proteobacteria_Alphaproteobacteria_Other",8.78516034579916,17.7959727094324,"Candidatus_Paracaedibacter_Proteobacteria_Alphaproteobacteria_Other","C. Paracaedibacter","Other","Proteobacteria","Alphaproteobacteria",35.95764,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
